theSame,resumeId,rNum,leftEmployer,startDate,endDate,jobLength_old,employerName,employeesTotalNum,empAgeAtExit,yearFounded,gdSectorName,metro,jobTitle,avgSalary,ratingOverall,ratingCeo,ratingRecommendToFriend,ratingBusinessOutlook,ratingCareerOpportunities,ratingCompensationAndBenefits,ratingCultureAndValues,ratingWorkLifeBalance,ratingSeniorManagement,salaryIncrease,newMinusOldSalary,startDate_new,endDate_new,jobLength_new,employerName_new,employeesTotalNum_new,yearFounded_new,gdSectorName_new,metro_new,jobTitle_new,avgSalary_new,ratingOverall_new,ratingCeo_new,ratingRecommendToFriend_new,ratingBusinessOutlook_new,ratingCareerOpportunities_new,ratingCompensationAndBenefits_new,ratingCultureAndValues_new,ratingWorkLifeBalance_new,ratingSeniorManagement_new
0,5053270,1,0,2011-05-01,2013-01-01,20,"John Wiley & Sons, Inc",5100,206,1807,Media,New York City,Assistant Marketing Manager,59111.535833333335,3.27,0.63,0.56,0.07,2.5300000000000002,3.02,3.33,4.16,2.77,1,89.57262820507458,2013-01-01,2015-04-01,27,"John Wiley & Sons, Inc",5100,1807,Media,New York City,Associate Marketing Manager,59201.10846153841,3.27,0.63,0.56,0.07,2.5300000000000002,3.02,3.33,4.16,2.77
0,5055394,1,1,2012-02-01,2013-07-01,17,FICO,2803,57,1956,Information Technology,San Francisco,Senior Manager,140042.7690909088,3.36,1.0,0.61,1.0,3.48,3.33,3.84,3.37,2.37,1,12264.998638821038,2013-07-01,2013-12-01,5,Ask.com,325,1996,Media,San Francisco,Director,152307.76772972985,4.06,0.93,0.75,0.6,3.69,3.9699999999999998,3.85,4.15,3.68
0,5061455,1,0,2011-04-01,2013-04-01,24,TCF Bank,6992,,,Finance,Chicago,Bank Teller,22857.2103125,2.6,0.48,0.42,0.24,3.49,2.68,2.31,3.07,2.38,1,22500.293873546434,2013-04-01,2014-09-01,17,TCF Bank,6992,,Finance,Chicago,Supervisor,45357.50418604643,2.6,0.48,0.42,0.24,3.49,2.68,2.31,3.07,2.38
0,5067353,1,1,2013-05-01,2014-06-01,13,Macy's,166900,156,1858,Retail,Miami,Sales Associate,20586.376954732503,3.04,0.84,0.55,0.43,3.12,2.77,3.25,3.12,2.99,1,43421.62304526749,2014-08-01,2014-12-01,4,Florida Atlantic University,3053,1960,Education,Miami,Associate Director,64008.0,3.41,0.68,0.6,0.4,2.88,2.86,3.32,3.33,2.91
0,5067353,2,0,2014-08-01,2014-12-01,4,Florida Atlantic University,3053,54,1960,Education,Miami,Associate Director,64008.0,3.41,0.68,0.6,0.4,2.88,2.86,3.32,3.33,2.91,1,51273.0,2015-01-01,2015-05-01,4,Florida Atlantic University,3053,1960,Education,Miami,Director,115281.0,3.49,1.0,0.75,0.35,3.08,2.9,3.49,3.43,3.02
0,5074518,1,1,2013-01-01,2014-06-01,17,Publix,180000,84,1930,Retail,Nashville,Grocery Clerk,20888.0,3.89,1.0,0.78,0.54,3.65,3.79,3.7800000000000002,3.13,3.44,1,23154.857142857145,2015-05-01,2015-08-01,3,YMCA,350,1982,Non-Profit,Nashville,Supervisor,44042.857142857145,3.44,0.94,0.59,0.57,2.92,2.73,4.2,3.01,2.5
0,5074595,1,1,2013-11-01,2014-01-01,2,Express Fashion,19000,34,1980,Retail,Los Angeles,Sales Associate,21864.30601092898,3.07,0.79,0.48,0.25,2.55,2.3,3.19,3.14,3.27,0,0.0,2014-10-01,2015-01-01,3,Lucky Brand Jeans,477,1999,Manufacturing,Los Angeles,Sales Associate,21864.30601092898,2.2,0.41,0.37,0.21,2.3,3.04,2.38,2.07,2.2
0,5080182,1,0,2012-08-01,2013-09-01,13,Michigan State University,11100,158,1855,Education,Lansing,Software Developer,62833.9111764706,3.89,0.85,0.81,0.45,3.38,3.26,3.83,3.92,3.52,0,-28891.411176470596,2013-09-01,2015-05-01,20,Michigan State University,11100,1855,Education,Lansing,Research Assistant,33942.50000000001,3.89,0.85,0.81,0.45,3.38,3.26,3.83,3.92,3.52
0,5080238,1,1,2010-07-01,2012-01-01,18,"Bed, Bath and Beyond",60000,41,1971,Retail,New York City,Department Manager,64873.70928571431,2.38,0.33,0.23,0.83,2.29,2.82,2.05,2.29,2.44,0,-31530.262619047637,2013-04-01,2014-07-01,15,Rite Aid Corporation,88000,1999,Retail,New York City,Co-Manager,33343.44666666667,2.91,0.47,0.59,0.36,3.1,2.73,2.94,3.07,2.73
0,5080238,2,1,2013-04-01,2014-07-01,15,Rite Aid Corporation,88000,15,1999,Retail,New York City,Co-Manager,39942.73684210526,2.77,0.58,0.56,0.34,2.86,2.71,3.06,2.74,2.67,1,28816.439628482978,2014-08-01,2015-02-01,6,Macy's,166900,1858,Retail,New York City,Sales Executive,68759.17647058824,2.76,0.66,0.44,0.32,2.68,2.48,2.86,2.7199999999999998,2.52
0,5082957,1,0,2012-11-01,2013-07-01,8,Vocus,1273,14,1999,Information Technology,Washington DC,Sales Associate,21840.86398406371,3.62,0.76,0.73,0.64,3.5,3.49,3.48,3.87,3.21,1,27689.13601593629,2014-04-01,2014-12-01,8,Vocus,1273,1999,Information Technology,Washington DC,Marketing Consultant,49530.0,3.42,0.59,0.62,0.48,3.3,3.4699999999999998,3.4699999999999998,3.91,3.05
0,5082957,2,0,2014-04-01,2014-12-01,8,Vocus,1273,15,1999,Information Technology,Washington DC,Marketing Consultant,49530.0,3.42,0.59,0.62,0.48,3.3,3.4699999999999998,3.4699999999999998,3.91,3.05,1,84074.0,2014-07-01,2015-05-01,10,Vocus,1273,1999,Information Technology,Washington DC,Professional Services Consultant,133604.0,3.42,0.59,0.62,0.48,3.3,3.4699999999999998,3.4699999999999998,3.91,3.05
0,5083559,1,1,2014-10-06,2015-03-15,5,The Addison Group,325,16,1999,Business Services,Chicago,Executive Assistant,58096.42857142857,3.36,0.7,0.71,0.73,3.32,2.9699999999999998,3.75,3.7199999999999998,3.31,0,0.0,2015-03-16,2015-05-27,2,Sensient Flavors LLC,4032,1882,Manufacturing,Chicago,Executive Assistant,58096.42857142857,2.77,0.46,0.41,0.33,2.84,3.22,2.45,2.06,2.39
0,5086326,1,0,2010-01-01,2012-12-01,35,"Texas Tech
				University",6635,89,1923,Education,Lubbock,Student Assistant,18155.64285714286,4.13,0.97,0.91,0.63,3.66,3.58,4.61,4.05,4.01,1,7395.33637362636,2013-01-01,2015-05-01,28,Texas Tech University,6635,1923,Education,Lubbock,Graduate Research Assistant,25550.97923076922,4.22,1.0,0.92,0.61,3.58,3.61,4.15,4.12,3.81
0,5086721,1,0,2012-06-01,2014-12-01,30,Tata Consultancy Services,300464,46,1968,Information Technology,Los Angeles,Systems Engineer,85265.25743589744,3.15,0.99,0.97,0.74,4.06,3.52,3.4,2.61,2.76,0,-54398.359040175514,2015-06-01,2015-07-01,1,Tata Consultancy Services,300464,1968,Information Technology,Los Angeles,Intern,30866.898395721924,3.25,1.0,0.54,0.63,3.27,2.88,3.26,2.7800000000000002,2.57
0,5089527,1,1,2013-01-01,2014-01-01,12,Anthropologie,24000,44,1970,Retail,New York City,Store Manager,52331.77480645171,2.94,0.33,0.51,0.36,2.82,2.68,3.4,2.88,2.5300000000000002,0,-13899.324924794942,2014-01-01,2015-01-01,12,Home Depot,371000,1978,Retail,New York City,Assistant Store Manager,38432.449881656765,3.22,0.78,0.66,0.55,3.04,3.12,3.48,3.14,2.92
0,5090256,1,0,2013-05-01,2013-12-01,7,Nielsen,43000,90,1923,Business Services,San Francisco,Intern,43443.315104477566,2.37,0.57,0.21,0.83,2.57,2.05,3.35,2.7,1.92,1,13425.95398643156,2014-01-01,2015-02-01,13,Nielsen,43000,1923,Business Services,San Francisco,Account Executive,56869.269090909125,3.17,0.79,0.62,0.28,2.75,2.38,3.25,3.11,2.66
0,5092750,1,1,2011-08-01,2013-12-01,28,Cognizant Technology Solutions,221700,19,1994,Information Technology,Chicago,Programmer Analyst,66699.91796082119,3.46,0.98,0.84,0.44,3.48,2.92,3.46,3.07,3.08,0,-38686.47905457116,2014-09-01,2015-08-01,11,Northern Illinois University,8500,1899,Education,Chicago,Graduate Research Assistant,28013.43890625003,3.92,0.88,0.89,0.41,3.21,3.23,3.83,4.13,3.23
0,5094628,1,1,2011-07-01,2012-07-01,12,Michael Kors,9184,31,1981,Retail,New York City,Intern,33277.94036710721,3.27,0.89,0.5,0.65,3.41,3.5,4.15,2.7,2.98,0,-2.1827872842550278E-11,2012-07-01,2014-07-01,24,Ralph Lauren Corporation,25000,1967,Retail,New York City,Intern,33277.940367107185,3.12,0.91,0.58,0.9,2.96,2.73,3.49,3.35,3.05
0,5094772,1,1,2012-01-01,2013-06-01,17,Abercrombie and Fitch,63000,121,1892,Retail,New York City,Sales Associate,22539.68652424947,2.69,0.3,0.39,0.23,2.52,2.16,2.36,3.14,2.5300000000000002,0,-2.2141713083037757,2013-09-01,2014-08-01,11,Hollister Co,7500,,Manufacturing,New York City,Sales Associate,22537.472352941168,2.57,0.28,0.44,0.14,2.5300000000000002,2.09,2.68,2.98,2.7
0,5097137,1,1,2011-03-01,2014-04-01,37,Sears Holdings Corporation,178000,128,1886,Retail,Chicago,Inventory Analyst,53932.666666666664,2.68,0.29,0.37,0.13,2.81,2.73,2.6,3.17,2.31,1,12784.666666666664,2014-04-01,2014-11-01,7,Topco Associates LLC,450,2001,Business Services,Chicago,Demand Planning Analyst,66717.33333333333,2.26,0.53,0.22,0.23,2.39,2.84,1.95,3.22,2.34
0,5098553,1,0,2013-08-01,2015-05-01,21,Ruby Tuesday,32100,,,"Restaurants, Bars & Food Services",New York City,Manager,88358.43660629171,3.29,1.0,0.69,0.36,2.43,2.6,3.13,3.37,3.06,0,-18210.8644909071,2015-05-01,2015-06-01,1,Ruby Tuesday,32100,,"Restaurants, Bars & Food Services",New York City,General Manager,70147.57211538461,3.29,1.0,0.69,0.36,2.43,2.6,3.13,3.37,3.06
0,5100385,1,0,2012-02-01,2012-08-01,6,LPL Financial Inc,3410,44,1968,Finance,San Diego,Project Coordinator,55065.8325,2.49,0.52,0.23,0.19,2.55,2.49,2.18,2.79,2.21,1,12441.721590909197,2012-08-01,2014-06-01,22,LPL Financial,3410,1968,Finance,San Diego,Business Analyst,67507.5540909092,2.49,0.52,0.23,0.19,2.55,2.49,2.18,2.79,2.21
0,5101604,1,0,2011-02-01,2013-03-01,25,CVS/Caremark,243000,50,1963,Health Care,Providence,Account Manager,55613.299999999996,3.48,0.82,0.77,0.8,3.46,3.3,3.26,3.48,3.25,1,23698.577666666657,2013-03-01,2014-12-01,21,CVS/Caremark,243000,1963,Health Care,Providence,Consultant,79311.87766666665,3.48,0.82,0.77,0.8,3.46,3.3,3.26,3.48,3.25
0,5105431,1,1,2011-08-01,2014-10-01,38,Bank of America,224000,110,1904,Finance,Kansas City,Personal Banker,30216.0,3.92,0.94,0.9,0.38,3.45,4.21,3.69,3.9699999999999998,3.29,1,9037.818181818184,2014-10-01,2014-11-01,1,Macy's,166900,1858,Retail,Kansas City,Sales Representative,39253.818181818184,2.6,0.8,0.52,0.28,2.59,2.42,2.6,2.07,2.48
0,5112485,1,1,2010-11-01,2012-01-01,14,Apple Inc,110000,36,1976,Information Technology,San Jose,Engineering Program Manager,132661.97666666668,3.91,0.99,0.83,0.89,3.46,3.83,4.43,3.17,3.77,0,-5.820766091346741E-11,2012-01-01,2013-09-01,20,Atmel Corp,5200,1984,Manufacturing,San Jose,Engineering Program Manager,132661.97666666663,2.44,0.45,0.45,0.61,2.38,2.51,2.27,3.21,2.1
0,5122593,1,1,2013-05-01,2013-08-01,3,Wal-Mart Inc,2200000,51,1962,Retail,Atlanta,Cashier,17438.41684210526,2.64,0.51,0.36,0.43,3.04,2.6,2.68,2.4,2.45,1,1557.58315789474,2014-05-01,2015-06-01,13,Racetrac Petroleum Inc,3479,1934,Retail,Atlanta,Guest Service Associate,18996.0,2.93,0.69,0.58,0.3,2.91,2.5300000000000002,2.96,2.82,2.46
0,5124583,1,1,2011-01-01,2013-01-01,24,Victoria's Secret,3700,36,1977,Retail,Chicago,Category Manager,98382.01500000001,2.93,0.64,0.5,0.26,2.51,2.27,3.56,2.69,2.68,0,-47399.98750000001,2013-01-01,2014-01-01,12,Ann Taylor,18800,1954,Retail,Chicago,Co-Manager,50982.027500000004,3.13,0.65,0.6,0.25,3.18,3.16,3.23,3.12,2.51
0,5125086,1,0,2011-10-01,2012-12-01,14,Infosys Limited,176187,30,1982,Information Technology,Phoenix,Senior Systems Engineer,92565.26769230759,2.44,0.21,0.44,0.34,2.76,2.23,2.98,2.43,2.22,0,-24581.077206477945,2013-01-01,2014-12-01,23,Infosys Limited,176187,1982,Information Technology,Phoenix,Technology Analyst,67984.19048582965,2.9699999999999998,0.35,0.51,0.15,3.0,2.39,3.31,2.56,2.33
0,5128791,1,1,2012-10-16,2013-11-26,13,Macy's,166900,155,1858,Retail,Sacramento,Sales,44524.145,3.16,0.4,0.41,0.5,2.99,2.51,3.01,2.25,2.9699999999999998,0,-21154.144999999997,2014-10-03,2015-01-15,3,UPS,444000,1907,Transportation & Logistics,Sacramento,Security Officer,23370.0,3.59,0.0,0.94,0.93,2.9699999999999998,3.65,3.57,2.25,2.24
0,5137088,1,1,2013-11-01,2014-11-01,12,Publix,180000,84,1930,Retail,Miami,Deli Clerk,18960.0,3.66,0.81,0.68,0.57,3.5300000000000002,3.66,3.91,3.29,3.11,1,1626.3769547325064,2014-11-01,2015-05-01,6,Office Depot,56000,1986,Retail,Miami,Sales Associate,20586.376954732506,2.98,0.68,0.54,0.28,2.94,3.27,3.14,3.33,2.79
0,5137976,1,0,2014-04-01,2014-07-01,3,AIG,66400,95,1919,Insurance,New York City,Systems Analyst,77343.0850980392,2.82,0.66,0.44,0.39,2.68,3.16,2.55,3.24,2.54,0,-48479.3474520374,2015-06-01,2015-08-01,2,AIG,66400,1919,Insurance,New York City,Intern,28863.7376460018,3.11,0.8,0.53,0.48,2.87,3.4699999999999998,2.76,3.32,2.79
0,5138001,1,1,2007-06-01,2014-10-01,88,Hewlett Packard,302000,75,1939,Information Technology,New York City,Account Sales Representative,28106.666666666668,3.0,0.69,0.49,0.25,2.69,3.0,3.06,3.18,2.64,0,-4982.632000000001,2013-10-01,2014-01-01,3,Hennes & Mauritz,132000,1947,Retail,New York City,Sales Advisor,23124.034666666666,3.49,0.95,0.65,0.62,3.46,3.8,3.58,2.74,2.96
0,5143016,1,0,2012-09-01,2015-05-01,32,Illinois Institute of Technology,1662,124,1891,Education,Chicago,Computer Lab Technician,27200.0,3.89,0.85,0.77,0.42,3.61,3.14,3.95,4.02,3.51,0,-5700.0,2014-08-01,2015-05-01,9,Illinois Institute of Technology,1662,1891,Education,Chicago,Library Assistant,21500.0,3.86,0.97,0.81,0.36,3.15,2.96,3.64,3.87,3.34
0,5143048,1,1,2012-09-01,2014-07-01,22,Ericsson Global Pvt. Limited,10000,138,1876,Telecommunications,New York City,Engineer,79187.71421052628,3.77,1.0,0.89,0.26,3.79,3.9699999999999998,3.86,4.29,3.73,0,-50323.97656452448,2015-06-01,2015-08-01,2,Endurance Specialty,200,,Insurance,New York City,Intern,28863.7376460018,3.13,0.52,0.51,0.34,2.62,3.41,2.91,2.94,2.41
0,5143880,1,1,2010-09-01,2012-10-01,25,AMERICAN EXPRESS,54800,162,1850,Finance,Miami,Senior Team Leader,36973.333333333336,3.4699999999999998,0.97,0.71,0.66,3.41,4.16,3.99,4.03,3.26,1,40913.70600000006,2013-01-01,2014-04-01,15,Teleperformance USA,119634,1978,Business Services,Miami,Sales Manager,77887.03933333339,2.99,0.67,0.44,0.42,3.01,2.04,2.67,2.85,2.42
0,5146247,1,1,2014-03-01,2014-10-01,7,Charles Schwab Bank,15300,41,1973,Finance,San Francisco,Senior Project Manager,132900.3087012987,3.07,0.72,0.59,0.41,2.7199999999999998,2.9699999999999998,3.5,3.88,2.75,0,0.0,2014-12-01,2015-02-01,2,Blue Shield of California,4500,1939,Insurance,San Francisco,Senior Project Manager,132900.3087012987,2.79,0.71,0.54,0.25,2.69,3.33,2.85,3.4,2.38
0,5146247,2,0,2014-12-01,2015-02-01,2,Blue Shield of California,4500,76,1939,Insurance,San Francisco,Senior Project Manager,130694.45977011495,2.7,0.66,0.48,0.3,2.7,3.33,2.81,3.39,2.34,0,-40700.93329036416,2015-03-01,2015-07-01,4,Charles Schwab,15300,1973,Finance,San Francisco,Project Manager,89993.52647975078,3.03,0.57,0.49,0.38,2.59,2.85,3.39,3.7800000000000002,2.66
0,5148055,1,1,2012-10-01,2013-09-01,11,AIG,66400,94,1919,Insurance,New York City,Senior Project Manager,114393.63306748503,2.46,0.52,0.37,0.29,2.64,3.26,2.22,2.98,2.2800000000000002,0,-25314.233160943215,2013-10-01,2014-04-01,6,Starwood International,188000,1980,Travel & Tourism,New York City,Program Manager,89079.39990654182,3.83,0.85,0.8,0.68,3.55,3.82,3.95,3.93,3.36
0,5148055,2,1,2013-10-01,2014-04-01,6,Starwood International,188000,34,1980,Travel & Tourism,New York City,Program Manager,85851.55717741941,3.93,0.95,0.92,0.54,3.82,4.03,3.98,3.3,3.46,1,30070.806370967723,2014-06-01,2014-09-01,3,North Shore-LIJ Health System,5700,1997,Health Care,New York City,Senior Project Manager,115922.36354838713,3.46,0.87,0.72,0.67,3.34,3.68,3.37,3.42,2.99
0,5148533,1,0,2011-01-01,2012-04-01,15,Science Applications International Corporation,13000,-1,2013,Information Technology,Washington DC,Database Administrator,77473.0487912088,3.36,0.8,0.78,0.57,3.21,3.8,3.5300000000000002,3.48,2.91,0,-12614.65379120881,2012-04-01,2013-05-01,13,Science Applications International Corporation,13000,2013,Information Technology,Washington DC,Project Control Analyst,64858.39499999999,3.36,0.8,0.78,0.57,3.21,3.8,3.5300000000000002,3.48,2.91
0,5149206,1,1,2011-01-01,2013-03-01,26,Bank of America/Merrill Lynch,224000,109,1904,Finance,New York City,Project Analyst,61939.75500000003,3.18,0.82,0.59,0.34,3.1,3.39,3.24,3.32,2.79,1,27665.37122340485,2013-04-01,2015-02-01,22,Verizon Wireless,9100,2000,Information Technology,New York City,Consultant,89605.12622340488,3.55,0.81,0.74,0.6,3.42,3.96,3.98,3.31,3.05
0,5149442,1,1,2013-06-01,2014-06-01,12,Capital One Bank,46000,20,1994,Finance,New York City,Teller Supervisor,34498.666666666664,3.54,0.74,0.67,0.42,3.13,3.44,3.7199999999999998,3.46,3.12,0,-6233.0303030303,2014-06-01,2015-05-01,11,TD Bank,81483,1855,Finance,New York City,Teller II,28265.636363636364,2.94,0.86,0.58,0.32,2.95,2.79,3.4699999999999998,3.02,2.62
0,5157177,1,1,2014-08-01,2014-12-01,4,EQUIFAX,8000,115,1899,Finance,Atlanta,Intern,31624.046614173218,3.16,0.87,0.68,0.49,2.88,3.43,3.01,3.38,2.85,0,-251.43734265003877,2015-06-01,2015-08-01,2,KAISER PERMANENTE,175668,1945,Health Care,Atlanta,Intern,31372.60927152318,2.95,0.78,0.61,0.39,2.92,3.74,2.75,2.99,2.43
0,5158197,1,1,2013-01-01,2013-09-01,8,Target,341000,51,1962,Retail,Milwaukee,Cashier,18815.78947368421,3.0,1.0,0.46,0.4,2.26,2.77,3.0,2.35,2.1,1,3705.543859649122,2014-07-01,2015-08-01,13,Best Buy,140000,1966,Retail,Milwaukee,Sales Consultant,22521.333333333332,3.44,0.95,0.78,0.42,2.92,3.22,3.7199999999999998,3.17,3.2800000000000002
0,5160180,1,1,2015-04-01,2015-05-01,1,K2 Consulting,38,1,2014,Business Services,San Jose,Sales Associate,22935.652173913044,3.64,0.73,0.73,0.73,3.84,3.51,3.31,2.81,3.41,1,38364.34782608696,2015-05-01,2015-06-01,1,Jobspring Partners,150,1989,Business Services,San Jose,Technical Recruiter,61300.0,3.22,1.0,0.4,0.39,3.52,3.1,3.61,2.38,4.06
0,5161192,1,1,2011-02-01,2014-03-01,37,"Bank of Tokyo, Mitsubishi UFJ",37527,95,1919,Finance,New York City,Executive Assistant,58114.47398406371,2.18,0.28,0.19,0.26,1.97,2.9,1.94,2.55,1.95,1,6.548361852765083E-11,2014-05-01,2014-08-01,3,Pimco,284,1971,Finance,New York City,Executive Assistant,58114.47398406378,1.8599999999999999,0.2,0.29,0.14,2.2800000000000002,2.21,1.88,2.02,2.26
0,5161192,2,1,2014-05-01,2014-08-01,3,Pimco,284,43,1971,Finance,New York City,Executive Assistant,58114.47398406371,1.8599999999999999,0.2,0.29,0.14,2.2800000000000002,2.21,1.88,2.02,2.26,1,6.548361852765083E-11,2014-09-01,2015-03-01,6,Neuberger Berman,1200,1939,Finance,New York City,Executive Assistant,58114.47398406378,2.92,0.73,0.62,0.3,2.17,3.0,2.77,3.09,2.62
0,5161192,3,1,2014-09-01,2015-03-01,6,Neuberger Berman,1200,76,1939,Finance,New York City,Executive Assistant,61850.47923322683,2.79,0.81,0.54,0.23,2.38,2.73,3.48,3.57,2.7199999999999998,0,0.0,2015-04-01,2015-07-01,3,Estee Lauder Companies,44000,1946,Manufacturing,New York City,Executive Assistant,61850.47923322683,3.41,0.87,0.7,0.59,3.27,3.37,3.42,3.57,2.98
0,5162490,1,0,2012-06-01,2012-12-01,6,Manhattan Associates,2930,22,1990,Information Technology,Atlanta,ASSOCIATE CONSULTANT,67977.38833333328,3.01,0.88,0.69,0.47,3.08,3.27,3.52,3.02,3.0,1,18303.961716666658,2013-01-01,2014-12-01,23,Manhattan Associates,2930,1990,Information Technology,Atlanta,CONSULTANT,86281.35004999994,3.09,0.49,0.72,0.57,3.02,3.33,3.06,2.83,2.79
0,5163111,1,1,2011-06-01,2012-05-01,11,Walgreens,360000,111,1901,Retail,New York City,Pharmacy Technician,22958.571428571428,3.52,0.53,0.54,0.44,3.64,3.35,3.3,3.63,3.57,0,0.0,2012-05-01,2013-12-01,19,CVS/Caremark,243000,1963,Health Care,New York City,Pharmacy Technician,22958.571428571428,2.82,0.07,0.49,0.33,2.32,2.64,3.39,3.34,2.69
0,5164722,1,0,2014-06-01,2014-08-01,2,University of Illinois,1001,32,1982,Education,Chicago,Teaching Assistant,24115.377999999997,3.73,0.74,0.78,0.31,3.33,3.29,3.5300000000000002,3.92,3.16,1,5467.805857142848,2014-09-01,2014-12-01,3,University of Illinois,1001,1982,Education,Chicago,Research Assistant,29583.183857142845,3.73,0.74,0.78,0.31,3.33,3.29,3.5300000000000002,3.92,3.16
0,5165711,1,1,2012-03-01,2012-06-01,3,The Ohio State University,39120,142,1870,Education,Columbus,Graduate Teaching Associate,32639.615,3.87,0.89,0.79,0.38,3.63,3.46,3.93,3.65,3.27,1,43874.389523809485,2013-01-01,2013-05-01,4,Cardinal Health Inc,34500,1971,Business Services,Columbus,Consultant,76514.00452380949,3.23,0.87,0.73,0.26,3.2800000000000002,3.16,3.34,3.7199999999999998,3.1
0,5165711,2,0,2013-01-01,2013-05-01,4,Cardinal Health Inc,34500,42,1971,Business Services,Columbus,Consultant,76514.00452380956,3.23,0.87,0.73,0.26,3.2800000000000002,3.16,3.34,3.7199999999999998,3.1,0,-12990.99119047622,2013-05-01,2013-08-01,3,Cardinal Health Inc,34500,1971,Business Services,Columbus,Contractor,63523.01333333334,3.23,0.87,0.73,0.26,3.2800000000000002,3.16,3.34,3.7199999999999998,3.1
0,5167012,1,1,2013-03-01,2013-07-01,4,Boston  Consulting  Group,2025,50,1963,Business Services,New York City,Analyst,74138.1752256054,3.92,0.68,0.56,0.39,4.0,4.21,3.37,2.83,3.23,0,-40678.50883838003,2013-11-01,2014-03-01,4,United  Nations  Children's  Funds,5500,1946,Non-Profit,New York City,Intern,33459.66638722537,3.35,0.66,0.52,0.12,2.31,3.31,2.91,3.63,2.69
0,5167595,1,1,2013-06-01,2014-01-01,7,Bank of America,224000,110,1904,Finance,San Francisco,Mortgage Loan Officer,28956.0,3.09,0.67,0.6,0.29,3.2,3.14,3.14,3.2,2.5300000000000002,1,40047.33333333333,2014-01-01,2015-07-01,18,"ClearSlide, Inc",99,2009,Information Technology,San Francisco,Corporate Account Executive,69003.33333333333,2.92,0.67,0.51,0.54,3.37,3.11,2.88,3.32,2.91
0,5168269,1,0,2013-09-01,2013-12-01,3,"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",1200,,,Education,New York City,Instructional Designer,72743.67,3.74,0.5,0.58,0.18,2.93,2.9699999999999998,3.08,4.11,2.8,0,-11847.364000000001,2013-11-01,2014-09-01,10,"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",1200,,Education,New York City,Senior Research Assistant,60896.306,3.74,0.5,0.58,0.18,2.93,2.9699999999999998,3.08,4.11,2.8
0,5169399,1,1,2013-06-01,2013-08-01,2,Walmart,2200000,51,1962,Retail,Tampa,Cashier,17597.727272727272,2.89,0.49,0.64,0.26,3.22,2.5300000000000002,2.59,2.49,2.81,0,-348.77990430621867,2014-02-01,2014-03-01,1,Dollar General,105500,1939,Retail,Tampa,Cashier,17248.947368421053,2.5,0.5,0.63,0.71,2.7,2.19,2.96,1.98,2.71
0,5169418,1,1,2012-08-01,2014-05-01,21,Hollister Co,7500,,,Manufacturing,Chicago,Sales Associate,21872.35145631068,2.74,0.35,0.48,0.19,2.36,1.73,2.7,3.67,3.0,1,2680.981877022652,2014-03-01,2015-01-01,10,DIALAMERICA,5000,1957,Business Services,Chicago,Call Center Representative,24553.333333333332,3.91,0.97,0.93,0.31,3.57,3.34,4.12,3.65,3.7
0,5516205,1,1,2013-11-01,2014-09-01,10,SUN LIFE,150000,149,1865,Insurance,Boston,Administrative Assistant,40943.3345652174,3.18,0.69,0.44,0.22,2.67,3.73,3.23,4.14,2.5300000000000002,0,-22443.334565217403,2015-03-01,2015-04-01,1,BOSTON SCIENTIFIC CORPORATION,25000,1979,Manufacturing,Boston,Data Entry Clerk,18500.0,3.48,0.91,0.74,0.61,3.18,3.7,3.31,3.44,3.0
0,5516988,1,1,2014-11-01,2015-01-01,2,Leo Burnett,2000,80,1935,Business Services,Chicago,Associate Creative Director,105000.0,3.58,0.96,0.82,0.28,3.2,3.5,3.7199999999999998,3.43,3.13,0,-23000.0,2015-01-01,2015-04-01,3,HAVAS Worldwide Chicago,10000,1999,Business Services,Chicago,Senior Copywriter,82000.0,2.26,0.05,0.2,0.14,2.51,2.52,2.12,2.46,1.87
0,5524740,1,1,2012-08-01,2013-08-01,12,AT&T,281450,137,1876,Telecommunications,Atlanta,Data Analyst,52215.73000000004,3.15,0.62,0.58,0.52,3.2,3.59,2.9699999999999998,3.16,2.7199999999999998,1,13504.967403846647,2013-01-01,2013-05-01,4,Georgia Pacific,46270,1928,Manufacturing,Atlanta,Business Analyst,65720.69740384669,3.49,0.86,0.77,0.57,3.36,3.32,3.77,3.7,3.31
0,5525507,1,1,2011-09-01,2012-01-01,4,Mcdonalds,420000,57,1955,"Restaurants, Bars & Food Services",New York City,Crew Member,19733.578378378377,2.75,0.09,0.5,0.37,2.52,2.26,2.74,2.76,2.9,1,4245.2198500257255,2012-03-01,2013-02-01,11,Staples,75371,1986,Retail,New York City,Sales Associate,23978.798228404103,2.69,0.25,0.37,0.16,2.57,2.4699999999999998,2.58,3.48,2.44
0,5525778,1,1,2013-08-01,2014-10-01,14,ROSS,77800,57,1957,Retail,Houston,Front End Supervisor,24006.666666666668,2.42,0.45,0.27,0.5,3.04,2.81,2.79,2.76,2.39,1,5191.228070175439,2015-02-01,2015-07-01,5,JCPENNY,114000,1902,Retail,Houston,Customer Service,29197.894736842107,3.38,0.68,0.74,0.35,2.77,2.55,3.48,3.1,3.32
